업체코드,ID,리뷰내용,작성일,평가카테고리
ST053,전북맛집,친구랑 같이 왔는데 둘 다 너무 만족했어요. 라궁 최고!,2026-04-23,가성비가 좋아요
ST053,전주맛집탐방,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-03-01,깨끗해요
ST053,먹스타그램,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-02-08,양이 많아요
ST053,gourmet_jb,라궁 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-07,깨끗해요
ST053,한옥마을여행,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-03-29,분위기가 별로예요
ST053,jeonju_review03,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-03-21,주차하기 불편해요
ST053,review_kr_03,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-04-06,양이 적어요
ST053,food_jb_04,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-01-09,가격이 비싸요
ST053,중화산동단골,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-01-21,깨끗해요
ST053,전주핫플,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-01-15,가성비가 좋아요
ST053,친구모임장소,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-04-11,재방문 의사 없어요
ST053,전북대생,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-05-20,혼밥하기 좋아요
ST053,user_전주_01,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-02-16,불친절해요
ST053,전북여행,친구랑 같이 왔는데 둘 다 너무 만족했어요. 라궁 최고!,2026-03-06,특별한 날 가기 좋아요
ST054,taste_kr_03,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-02-19,불친절해요
ST054,jbfood_lover,만복 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-07,주차하기 편해요
ST054,경기전방문자,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-02-04,맛있어요
ST054,전주토박이강씨,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-01-11,맛있어요
ST054,user_전주_05,오랜만에 왔는데 변함없이 맛있네요. 만복 강추!,2026-04-23,혼밥하기 좋아요
ST054,foodlover_D,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-03-17,가성비가 좋아요
ST054,전주맛집D,친구랑 같이 왔는데 둘 다 너무 만족했어요. 만복 최고!,2026-05-06,분위기가 좋아요
ST054,foodie_korea,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-05-26,맛있어요
ST054,맛집평론가,테이블 간격이 너무 좁아서 불편했어요.,2026-05-20,분위기가 별로예요
ST054,덕진공원산책후,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-03-24,양이 많아요
ST054,food_jb_05,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-03-12,단체모임 하기 좋아요
ST054,먹방러_04,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-05-22,또 오고 싶어요
ST054,맛집순례자,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-01-18,불친절해요
ST054,전주맛집A,만복 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-02-09,주차하기 편해요
ST054,food_jb_01,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-03-17,대기시간이 길어요
ST054,가족여행객,친구랑 같이 왔는데 둘 다 너무 만족했어요. 만복 최고!,2026-05-19,주차하기 편해요
ST054,객사주변직장인,가격 대비 양도 많고 맛도 훌륭해요. 만복 단골 됐어요.,2026-04-27,친절해요
ST054,jeonju_foodie,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-05-10,양이 적어요
ST055,맛집지도앱,가격 대비 양도 많고 맛도 훌륭해요. 전주향토관 단골 됐어요.,2026-03-01,주차하기 편해요
ST055,전주맛집B,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-04-09,양이 많아요
ST055,foodie_korea,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-02-19,가성비가 좋아요
ST055,맛집헌터E,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-03-05,또 오고 싶어요
ST055,jbfoodie_01,테이블 간격이 너무 좁아서 불편했어요.,2026-06-10,맛이 별로예요
ST055,jeonju_eater,가격 대비 양도 많고 맛도 훌륭해요. 전주향토관 단골 됐어요.,2026-05-23,특별한 날 가기 좋아요
ST055,foodlover_C,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-04-17,맛있어요
ST055,리뷰왕김씨,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-05-28,단체모임 하기 좋아요
ST055,경기전방문자,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-04-28,양이 적어요
ST055,jeonju_review05,"전통 한옥 분위기에서 먹는 한정식, 특별한 날에 딱이에요.",2026-01-27,분위기가 좋아요
ST055,국밥매니아,친구랑 같이 왔는데 둘 다 너무 만족했어요. 전주향토관 최고!,2026-02-16,주차하기 편해요
ST055,foodlover_A,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-04-13,주차하기 편해요
ST055,review_kr_05,오랜만에 왔는데 변함없이 맛있네요. 전주향토관 강추!,2026-03-28,깨끗해요
ST055,전주관광객,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-05-17,위생이 아쉬워요
ST055,먹방러_04,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-04-24,분위기가 좋아요
ST055,한옥마을관광,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-03-22,맛있어요
ST055,삼천동리뷰,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-04-06,위생이 아쉬워요
ST055,jeonju_review01,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-04-21,대기시간이 길어요
ST056,삼천동리뷰,비빔밥이 8000~15000원인데 가성비가 좀 아쉬워요.,2026-05-09,위생이 아쉬워요
ST056,전주한바퀴,나물이 신선하고 고추장이 딱 적당해요. 전주 비빔밥 최고!,2026-02-09,혼밥하기 좋아요
ST056,전주여행자,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-04-11,불친절해요
ST056,taste_kr_05,친구랑 같이 왔는데 둘 다 너무 만족했어요. 나물비빔밥 최고!,2026-06-02,양이 많아요
ST056,jbfoodie_03,가격 대비 양도 많고 맛도 훌륭해요. 나물비빔밥 단골 됐어요.,2026-05-10,분위기가 좋아요
ST056,먹스타그램,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-02-26,양이 적어요
ST056,taste_kr_01,나물비빔밥 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-03-16,주차하기 편해요
ST056,전주비빔밥순례,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-02-07,분위기가 좋아요
ST056,jb_local_guide,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-03-28,가성비가 좋아요
ST056,신시가지탐방,오랜만에 왔는데 변함없이 맛있네요. 나물비빔밥 강추!,2026-05-02,분위기가 좋아요
ST056,jbfoodie_02,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-01-13,위생이 아쉬워요
ST056,foodlover_A,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-04-13,맛이 별로예요
ST056,가족여행객,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-01-22,가성비가 좋아요
ST056,콩나물국밥마니아,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-05-09,대기시간이 길어요
ST056,taste_kr_02,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-02-03,가성비가 좋아요
ST056,맛있어요123,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-05-04,주차하기 편해요
ST056,foodlover_D,가격 대비 양도 많고 맛도 훌륭해요. 나물비빔밥 단골 됐어요.,2026-02-20,또 오고 싶어요
ST056,user_전주_05,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-04-12,주차하기 편해요
ST056,순대마니아,돌솥에 나와서 따뜻하게 먹을 수 있어서 좋았어요.,2026-05-24,양이 많아요
ST056,맛집헌터E,테이블 간격이 너무 좁아서 불편했어요.,2026-03-05,가격이 비싸요
ST057,jeonju_local,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-04-30,가성비가 좋아요
ST057,전주맛집탐방,친구랑 같이 왔는데 둘 다 너무 만족했어요. 청목 최고!,2026-01-18,또 오고 싶어요
ST057,전통주탐방,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-03-11,맛있어요
ST057,남부시장단골,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-01-28,분위기가 별로예요
ST057,맛집지도,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-03-16,재방문 의사 없어요
ST057,막걸리투어,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-03-01,주차하기 편해요
ST057,전주야경감상,테이블 간격이 너무 좁아서 불편했어요.,2026-05-11,맛이 별로예요
ST057,맛집지도앱,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-03-22,분위기가 별로예요
ST057,user_전주_05,오랜만에 왔는데 변함없이 맛있네요. 청목 강추!,2026-06-02,양이 많아요
ST057,전주맛집B,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-01-23,분위기가 좋아요
ST057,맛집평론가,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-02-20,친절해요
ST057,review_kr_04,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-04-28,대기시간이 길어요
ST057,foodlover_D,가격 대비 양도 많고 맛도 훌륭해요. 청목 단골 됐어요.,2026-01-06,단체모임 하기 좋아요
ST057,맛있는하루,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-03-05,가성비가 좋아요
ST057,전주맛집A,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-03-20,분위기가 별로예요
ST057,전주시청직원,청목 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-06,단체모임 하기 좋아요
ST058,jb_local_guide,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-02-17,분위기가 좋아요
ST058,전라도미식가,국물이 진하고 깊어요. 해장에 완벽한 집이에요!,2026-06-06,깨끗해요
ST058,친구모임장소,순대가 쫄깃하고 내장도 깔끔해요. 국물도 진해요.,2026-06-05,친절해요
ST058,jbfoodie_01,객리단길국밥 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-06-06,특별한 날 가기 좋아요
ST058,전주맛지도,친구랑 같이 왔는데 둘 다 너무 만족했어요. 객리단길국밥 최고!,2026-06-02,특별한 날 가기 좋아요
ST058,경기전방문자,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-01-21,불친절해요
ST058,user_전주_03,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-02-04,특별한 날 가기 좋아요
ST058,review_kr_04,가격 대비 양도 많고 맛도 훌륭해요. 객리단길국밥 단골 됐어요.,2026-06-04,깨끗해요
ST058,user_전주_01,이른 아침부터 문 열어서 해장하기 딱 좋아요.,2026-04-06,주차하기 편해요
ST058,맛집평론가,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-04-10,주차하기 불편해요
ST058,review_kr_01,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-05-02,단체모임 하기 좋아요
ST058,푸드인전주,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-02-11,가성비가 좋아요
ST058,전북여행,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-02-27,대기시간이 길어요
ST058,korea_taste,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-04-15,불친절해요
ST058,gourmet_jb,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-03-11,불친절해요
ST058,jeonju_review01,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-02-26,친절해요
ST058,국밥왕,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-02-22,분위기가 좋아요
ST058,bibimbap_fan,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-02-15,친절해요
ST059,먹스타그램,곰소젓갈백반 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-01-30,맛있어요
ST059,food_jb_01,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-04-03,양이 적어요
ST059,신시가지탐방,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-05-15,양이 적어요
ST059,막걸리투어,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-05-11,가성비가 좋아요
ST059,전주관광객,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-04-07,위생이 아쉬워요
ST059,foodlover_A,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-04-08,친절해요
ST059,food_diary_jj,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-02-13,단체모임 하기 좋아요
ST059,전주시청직원,"전통 한옥 분위기에서 먹는 한정식, 특별한 날에 딱이에요.",2026-05-25,특별한 날 가기 좋아요
ST059,food_explorer_kr,가격 대비 양도 많고 맛도 훌륭해요. 곰소젓갈백반 단골 됐어요.,2026-02-11,단체모임 하기 좋아요
ST059,전주핫플,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-02-15,재방문 의사 없어요
ST059,jeonju_local,친구랑 같이 왔는데 둘 다 너무 만족했어요. 곰소젓갈백반 최고!,2026-04-18,가성비가 좋아요
ST059,효자동단골,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-03-21,혼밥하기 좋아요
ST059,taste_kr_05,곰소젓갈백반 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-03-15,주차하기 편해요
ST059,전주살이,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-01-31,혼밥하기 좋아요
ST059,jb_local_guide,가격 대비 양도 많고 맛도 훌륭해요. 곰소젓갈백반 단골 됐어요.,2026-02-21,가성비가 좋아요
ST059,jeonju_foodie,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-06-09,깨끗해요
ST059,전주토박이강씨,친구랑 같이 왔는데 둘 다 너무 만족했어요. 곰소젓갈백반 최고!,2026-01-04,친절해요
ST059,food_jb_03,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-05-08,불친절해요
ST060,맛집헌터E,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-02-23,깨끗해요
ST060,냉면마니아,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-06-06,양이 적어요
ST060,홍길동123,전반적으로 음식 수준이 높아요. 외국인 친구 데려오기 좋은 곳.,2026-01-28,친절해요
ST060,jbfoodie_02,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-06-11,가격이 비싸요
ST060,전주맛집A,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-01-23,혼밥하기 좋아요
ST060,user_전주_04,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-06-04,맛있어요
ST060,해장국마니아,가격 대비 양도 많고 맛도 훌륭해요. 중앙회관 단골 됐어요.,2026-04-20,주차하기 편해요
ST060,인후동탐방,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-03-08,주차하기 편해요
ST060,jbfoodie_03,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-06-09,친절해요
ST060,한옥마을관광,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-02-03,대기시간이 길어요
ST060,foodlover_E,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-05-08,깨끗해요
ST060,맛집헌터D,"전통 한옥 분위기에서 먹는 한정식, 특별한 날에 딱이에요.",2026-06-11,가성비가 좋아요
ST060,review_kr_03,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-05-07,맛이 별로예요
ST060,전주살이,친구랑 같이 왔는데 둘 다 너무 만족했어요. 중앙회관 최고!,2026-06-06,양이 많아요
ST060,전주맛지도,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-03-16,위생이 아쉬워요
ST060,전북여행,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-01-01,불친절해요
ST060,travel_eater,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-01-07,특별한 날 가기 좋아요
ST060,food_jb_05,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-06-10,주차하기 편해요
ST061,한옥마을관광,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-01-17,대기시간이 길어요
ST061,food_explorer_kr,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-03-13,또 오고 싶어요
ST061,punpun_eats,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-03-28,또 오고 싶어요
ST061,고속터미널근처,친구랑 같이 왔는데 둘 다 너무 만족했어요. 더테이블(신시가지) 최고!,2026-06-10,분위기가 좋아요
ST061,전주맛집B,더테이블(신시가지) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-02-12,단체모임 하기 좋아요
ST061,jbfoodie_02,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-06-05,재방문 의사 없어요
ST061,전통주탐방,더테이블(신시가지) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-02-17,친절해요
ST061,먹방러_03,가격 대비 양도 많고 맛도 훌륭해요. 더테이블(신시가지) 단골 됐어요.,2026-01-30,단체모임 하기 좋아요
ST061,효자동단골,친구랑 같이 왔는데 둘 다 너무 만족했어요. 더테이블(신시가지) 최고!,2026-03-22,깨끗해요
ST061,korea_taste,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-03-11,깨끗해요
ST061,jeonju_review01,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-01-23,친절해요
ST061,review_kr_03,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-03-02,불친절해요
ST061,전주역이용객,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-04-26,단체모임 하기 좋아요
ST061,덕진구주민,테이블 간격이 너무 좁아서 불편했어요.,2026-02-25,위생이 아쉬워요
ST061,맛집헌터E,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-03-19,맛있어요
ST062,foodlover_A,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-03-23,깨끗해요
ST062,데이트장소탐색,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-02-06,분위기가 별로예요
ST062,저녁식사파,나물이 신선하고 고추장이 딱 적당해요. 전주 비빔밥 최고!,2026-05-27,깨끗해요
ST062,처음방문최씨,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-02-13,맛있어요
ST062,전북대생,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-03-21,가격이 비싸요
ST062,전북도청직원,비빔밥 하나 시키면 반찬이 엄청 많이 나와요. 든든해요.,2026-05-19,주차하기 편해요
ST062,taste_kr_04,돌솥에 나와서 따뜻하게 먹을 수 있어서 좋았어요.,2026-01-13,맛있어요
ST062,jb_local_guide,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-01-08,가격이 비싸요
ST062,user_전주_01,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-01-13,분위기가 좋아요
ST062,리뷰왕김씨,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-04-09,특별한 날 가기 좋아요
ST062,jeonju_local,전주육회비빔밥(신시가지점) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-01-23,가성비가 좋아요
ST062,jeonju_review05,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-04-11,양이 많아요
ST062,jeonju_eater,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-06-02,재방문 의사 없어요
ST062,먹방러_02,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-06-11,가성비가 좋아요
ST062,taste_kr_05,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-06-07,분위기가 별로예요
ST062,경기전방문자,나물 가짓수가 줄어든 것 같아요. 예전이 더 풍성했는데.,2026-03-21,대기시간이 길어요
ST063,taste_kr_02,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-05-26,또 오고 싶어요
ST063,전주교육청,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-05-20,대기시간이 길어요
ST063,리뷰어_박씨,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-02-14,가성비가 좋아요
ST063,한옥마을단골,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-05-27,단체모임 하기 좋아요
ST063,user_전주_05,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-01-30,혼밥하기 좋아요
ST063,먹방러_02,한가람설렁탕 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-06-02,또 오고 싶어요
ST063,food_jb_04,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-03-25,양이 많아요
ST063,foodlover_C,가격 대비 양도 많고 맛도 훌륭해요. 한가람설렁탕 단골 됐어요.,2026-01-25,주차하기 편해요
ST063,taste_kr_04,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-02-15,단체모임 하기 좋아요
ST063,효자동단골,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-04-14,친절해요
ST063,순대국밥러버,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-06-03,양이 적어요
ST063,리뷰왕김씨,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-06-02,가격이 비싸요
ST063,전주야경감상,오랜만에 왔는데 변함없이 맛있네요. 한가람설렁탕 강추!,2026-03-25,친절해요
ST063,review_kr_02,한가람설렁탕 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-01-16,주차하기 편해요
ST063,먹스타그램,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-02-25,특별한 날 가기 좋아요
ST063,푸드인전주,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-05-29,양이 적어요
ST063,jeonju_foodie,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-02-07,재방문 의사 없어요
ST064,food_jb_02,콩나물이 아삭하고 국물이 개운해요. 해장국으로 최고!,2026-05-11,친절해요
ST064,jeonju_review04,국물이 너무 짜요. 나트륨 조절이 필요해 보여요.,2026-05-22,주차하기 불편해요
ST064,food_jb_01,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-04-09,깨끗해요
ST064,한옥마을관광,신시가지콩나물국밥 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-02-27,혼밥하기 좋아요
ST064,맛집평론가,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-04-19,대기시간이 길어요
ST064,먹방러_05,가격 대비 양도 많고 맛도 훌륭해요. 신시가지콩나물국밥 단골 됐어요.,2026-01-02,혼밥하기 좋아요
ST064,jbfoodie_03,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-05-08,재방문 의사 없어요
ST064,리뷰어_박씨,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-05-09,주차하기 불편해요
ST064,친구모임장소,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-04-16,분위기가 별로예요
ST064,전주맛집E,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-05-28,또 오고 싶어요
ST064,객사주변직장인,순대 양이 적어서 아쉬웠어요. 추가 주문했어요.,2026-01-09,불친절해요
ST064,jeollabuk_go,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-05-26,특별한 날 가기 좋아요
ST064,user_전주_04,오랜만에 왔는데 변함없이 맛있네요. 신시가지콩나물국밥 강추!,2026-04-05,단체모임 하기 좋아요
ST064,맛집블로거,오랜만에 왔는데 변함없이 맛있네요. 신시가지콩나물국밥 강추!,2026-05-29,분위기가 좋아요
ST064,객사맛집,국물이 진하고 깊어요. 해장에 완벽한 집이에요!,2026-02-06,친절해요
ST064,맛집헌터E,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-03-13,불친절해요
ST064,food_jb_05,테이블 간격이 너무 좁아서 불편했어요.,2026-05-13,가격이 비싸요
ST064,맛집헌터D,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-06-06,혼밥하기 좋아요
ST064,jeonju_trip,친구랑 같이 왔는데 둘 다 너무 만족했어요. 신시가지콩나물국밥 최고!,2026-03-04,깨끗해요
ST064,user_전주_01,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-06-11,혼밥하기 좋아요
ST065,jeonju_local,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-03-09,가성비가 좋아요
ST065,전주비빔밥러,오랜만에 왔는데 변함없이 맛있네요. 솔밭가든 강추!,2026-01-14,가성비가 좋아요
ST065,국밥매니아,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-04-29,양이 많아요
ST065,콩나물국밥마니아,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-05-02,맛있어요
ST065,덕진구주민,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-05-02,양이 많아요
ST065,전주맛집B,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-03-01,불친절해요
ST065,전주야경감상,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-04-10,주차하기 편해요
ST065,user_전주_02,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-03-09,가성비가 좋아요
ST065,전주핫플,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-05-16,친절해요
ST065,taste_kr_02,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-01-04,가격이 비싸요
ST065,해장국마니아,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-04-25,양이 많아요
ST065,다가동미식,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-05-16,가성비가 좋아요
ST065,맛있는하루,가격 대비 양도 많고 맛도 훌륭해요. 솔밭가든 단골 됐어요.,2026-01-25,특별한 날 가기 좋아요
ST065,한옥마을관광,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-04-21,불친절해요
ST065,데이트장소탐색,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-03-27,대기시간이 길어요
