업체명,업체코드,업체카테고리,주소,전화번호,별점,업체사진,편의성정보,주차여부,영업시간
후후소금빵,2077158695,"카페,디저트",전북 전주시 완산구 마전3길 2 1층,063-714-4376,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260428_68%2F1777367570798lXlj8_JPEG%2FIMG_0357.jpg,포장,가능,월: 10:00 - 18:00 | 화: 10:00 - 18:00 | 수: 10:00 - 18:00 | 목: 10:00 - 18:00 | 금: 10:00 - 18:00 | 토: 10:00 - 18:00 | 일: 정기휴무
양누리 신시가지점,1119515452,"육류,고기요리",전북 전주시 완산구 마전들로 49 1층 2층 양누리,0507-1453-9032,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240901_278%2F1725173258957wAjP0_JPEG%2FB13A4169.JPG,와인 페어링_예약_단체 이용 가능_남/녀 화장실 구분_무선 인터넷_유아의자,가능,월: 16:00 - 23:00 | 화: 16:00 - 23:00 | 수: 16:00 - 23:00 | 목: 16:00 - 23:00 | 금: 16:00 - 23:00 | 토: 16:00 - 22:00 | 일: 16:00 - 22:00
다 레오,1651846978,이탈리아음식,전북 전주시 완산구 홍산로 269 108호,0507-1324-6005,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220823_232%2F1661252253110JluUY_JPEG%2FE06B7477-1DD1-4B8C-9AAB-E248B07C39D4.jpeg,콜키지 가능무료_단체 이용 가능_포장_남/녀 화장실 구분_예약,가능,"월: 정기휴무 | 화: 11:30 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:00) | 수: 11:30 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:00) | 목: 11:30 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:00) | 금: 11:30 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:00) | 토: 11:30 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:00) | 일: 11:30 - 15:00 (라스트오더: 14:00)"
EIGHT FLOOR,1582706255,요리주점,전북 전주시 완산구 마전들로 74 8층 에이트플로어,0507-1382-7812,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230117_32%2F1673931440624vk2gm_JPEG%2F1673931435718-1.jpg,단체 이용 가능_남/녀 화장실 구분_무선 인터넷_예약_노키즈존_출입구 휠체어 이용가능_좌석 휠체어 이용가능_장애인 주차구역,가능,월: 17:00 - 다음 날 00:50 | 화: 17:00 - 다음 날 00:50 | 수: 17:00 - 다음 날 00:50 | 목: 17:00 - 다음 날 00:50 | 금: 17:00 - 다음 날 00:50 | 토: 17:00 - 다음 날 00:50 | 일: 정기휴무
메종드쁘띠푸르 전주점,1881842274,베이커리,전북 전주시 완산구 홍산남로 29 15 휴본빌딩 1F 2F,063-227-0919,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200916_216%2F1600249186119ewrmR_JPEG%2F2bg0aSZPmQpFe-j6gSV8z8lW.jpg,무선 인터넷_남/녀 화장실 구분_단체 이용 가능_배달_포장_유아의자_\반려동물 동반_화장실 휠체어 이용가능_출입구 휠체어 이용가능_좌석 휠체어 이용가능_장애인 주차구역,가능,월: 08:00 - 22:00 | 화: 08:00 - 22:00 | 수: 08:00 - 22:00 | 목: 08:00 - 22:00 | 금: 08:00 - 22:00 | 토: 08:00 - 22:00 | 일: 08:00 - 22:00
성산제줏간 전주신시가지,2046308559,돼지고기구이,전북 전주시 완산구 홍산북로 69 9 1층 성산제줏간 전주신시가지점,0507-1378-4280,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260417_16%2F1776416504381hndQG_PNG%2F%25C0%25FC%25C1%25D6%25BD%25C5%25BD%25C3%25B0%25A1%25C1%25F6_%25C0%25CC%25B9%25CC%25C1%25F6.png,단체 이용 가능_무선 인터넷_대기공간_유아의자_남/녀 화장실 구분_예약,가능,월: 16:00 - 다음 날 01:00 (라스트오더: 00:30) | 화: 16:00 - 다음 날 01:00 (라스트오더: 00:30) | 수: 16:00 - 다음 날 01:00 (라스트오더: 00:30) | 목: 16:00 - 다음 날 01:00 (라스트오더: 00:30) | 금: 16:00 - 다음 날 01:00 (라스트오더: 00:30) | 토: 12:00 - 다음 날 01:00 (라스트오더: 00:30) | 일: 12:00 - 다음 날 01:00 (라스트오더: 00:30)
가츠연,1517836857,일식당,전북 전주시 완산구 홍산북로 46 21 성준빌딩 2층 가츠연,0507-1309-2277,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180102_295%2F1514868826334yqI7v_JPEG%2FDrT6kZ_59bFTVArNdq1qIjl9.jpg,화장실 휠체어 이용가능_출입구 휠체어 이용가능_좌석 휠체어 이용가능_장애인 주차구역,가능,월: 11:30 - 21:30 (브레이크타임: 15:30 - 17:00) | 화: 11:30 - 21:30 (브레이크타임: 15:30 - 17:00) | 수: 11:30 - 21:30 (브레이크타임: 15:30 - 17:00) | 목: 11:30 - 21:30 (브레이크타임: 15:30 - 17:00) | 금: 11:30 - 21:30 (브레이크타임: 15:30 - 17:00) | 토: 11:30 - 21:30 | 일: 11:30 - 21:30
프랭크커핀바&베이커리 효자점,1681529226,"카페,디저트",전북 전주시 완산구 마전중앙로 14 1층 101호,0507-1321-6310,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250918_273%2F1758166145758FUETs_JPEG%2FIMG_7518.jpeg,테이크아웃 할인_남/녀 화장실 구분_무선 인터넷_단체 이용 가능_포장_배달_방문접수/출장_유아의자,가능,월: 08:30 - 22:00 (라스트오더: 21:30) | 화: 08:30 - 22:00 (라스트오더: 21:30) | 수: 08:30 - 22:00 (라스트오더: 21:30) | 목: 08:30 - 22:00 (라스트오더: 21:30) | 금: 08:30 - 22:00 (라스트오더: 21:30) | 토: 08:30 - 22:00 (라스트오더: 21:30) | 일: 08:30 - 22:00 (라스트오더: 21:30)
나나방콕 전주신시가지점,2000922127,태국음식,전북 전주시 완산구 홍산로 250 1층,0507-1309-6132,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260128_94%2F1769563598915UQ35b_PNG%2F%25B9%25E4%252C_%25B1%25B9%25B9%25B0_%25B9%25AB%25B7%25E1_%25B8%25AE%25C7%25CA.png,콜키지 가능무료_단체 이용 가능_포장_배달_무선 인터넷_유아의자_남/녀 화장실 구분_대기공간_화장실 휠체어 이용가능,가능,"월: 11:00 - 21:30 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:30) | 화: 11:00 - 21:30 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:30) | 수: 11:00 - 21:30 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:30) | 목: 11:00 - 21:30 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:30) | 금: 11:00 - 21:30 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:30) | 토: 11:00 - 21:30 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:30) | 일: 11:00 - 21:30 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:30)"
멘야케이 전주신시가지점,1444733898,일본식라면,전북 전주시 완산구 홍산남로 14 1층 A101호,0507-1411-2365,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260531_86%2F1780215695183lTGP1_JPEG%2FKakaoTalk_20260531_135129929_01.jpg,편의시설 정보 없음,가능,월: 11:00 - 21:00 (라스트오더: 20:30) | 화: 11:00 - 21:00 (라스트오더: 20:30) | 수: 11:00 - 21:00 (라스트오더: 20:30) | 목: 11:00 - 21:00 (라스트오더: 20:30) | 금: 11:00 - 21:00 (라스트오더: 20:30) | 토: 11:00 - 21:00 (라스트오더: 20:30) | 일: 11:00 - 21:00 (라스트오더: 20:30)
솔가숯불갈비 신시가지점,1308357339,"육류,고기요리",전북 전주시 완산구 석산2길 17 15 솔가숯불갈비 신시가지점,0507-1477-1184,4.64,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241212_126%2F1733981530884bgF8l_JPEG%2F%25BD%25C5%25BD%25C3%25B0%25A1%25C1%25F6_%25B8%25C0%25C1%25FD_%252810%2529.jpg,단체 이용 가능_포장_배달_예약_무선 인터넷_남/녀 화장실 구분_유아의자_대기공간_출입구 휠체어 이용가능_좌석 휠체어 이용가능_장애인 주차구역,가능,월: 11:00 - 23:00 | 화: 11:00 - 23:00 | 수: 11:00 - 23:00 | 목: 11:00 - 23:00 | 금: 11:00 - 23:00 | 토: 11:00 - 23:00 | 일: 11:00 - 23:00
일층집 본점,1497463405,"육류,고기요리",전북 전주시 완산구 홍산남로 69 7,063-221-6258,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230923_163%2F1695448230466iedDp_JPEG%2F1000009857.jpg,예약_단체 이용 가능,가능,월: 16:00 - 다음 날 01:00 | 화: 16:00 - 다음 날 01:00 | 수: 16:00 - 다음 날 01:00 | 목: 16:00 - 다음 날 01:00 | 금: 16:00 - 다음 날 01:00 | 토: 15:30 - 다음 날 01:00 | 일: 15:30 - 다음 날 01:00
크럼,34016552,베이커리,전북 전주시 완산구 홍산중앙로 42 6층,063-237-3618,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250604_2%2F1749014592022fernN_PNG%2F1000011523.png,핸드드립_포장_배달_무선 인터넷_단체 이용 가능_남/녀 화장실 구분_예약_출입구 휠체어 이용가능_좌석 휠체어 이용가능_장애인 주차구역,가능,월: 정기휴무 | 화: 10:00 - 22:00 (라스트오더: 21:30) | 수: 10:00 - 22:00 (라스트오더: 21:30) | 목: 10:00 - 22:00 (라스트오더: 21:30) | 금: 10:00 - 22:00 (라스트오더: 21:30) | 토: 10:00 - 22:00 (라스트오더: 21:30) | 일: 10:00 - 21:00 (라스트오더: 20:30)
돈카츠흑심 효자점,1559037357,돈가스,전북 전주시 완산구 홍산로 263 104호 돈카츠흑심,0507-1445-2294,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230515_36%2F16841317246690GBhW_JPEG%2FIMG_0780.jpeg,배달_포장_남/녀 화장실 구분_무선 인터넷_유아의자_장애인 주차구역,가능,"월: 11:00 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:20) | 화: 11:00 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:20) | 수: 11:00 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:20) | 목: 11:00 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:20) | 금: 11:00 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:20) | 토: 11:00 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 20:20) | 일: 정기휴무"
스시이안앤 도청신시가지점,2097209094,"초밥,롤",전북 전주시 완산구 마전중앙로 13 101호,0507-1419-1573,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260419_102%2F1776564898844MvVE3_JPEG%2F81174.jpg,생일 혜택_예약_무선 인터넷_남/녀 화장실 구분_단체 이용 가능_포장_유아의자,가능,"월: 11:30 - 22:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 21:30) | 화: 11:30 - 22:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 21:30) | 수: 11:30 - 22:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 21:30) | 목: 11:30 - 22:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 21:30) | 금: 11:30 - 22:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 21:30) | 토: 11:30 - 22:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 21:30) | 일: 11:30 - 22:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 21:30)"
이너프샐러드 도청 직영점,1439019759,"다이어트,샐러드",전북 전주시 완산구 홍산3길 7 1F 이너프샐러드 도청점,0507-1397-4547,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220922_216%2F1663845036910gSv3B_JPEG%2FKakaoTalk_20220922_192700602_03.jpg,비건 메뉴_배달_포장_무선 인터넷_남/녀 화장실 구분_출입구 휠체어 이용가능,가능,월: 08:00 - 20:00 (브레이크타임: 14:00 - 15:00) | 화: 08:00 - 20:00 (브레이크타임: 14:00 - 15:00) | 수: 08:00 - 20:00 (브레이크타임: 14:00 - 15:00) | 목: 08:00 - 20:00 (브레이크타임: 14:00 - 15:00) | 금: 08:00 - 20:00 (브레이크타임: 14:00 - 15:00) | 토: 08:00 - 19:30 (브레이크타임: 14:00 - 15:00) | 일: 08:00 - 19:30 (브레이크타임: 14:00 - 15:00)
효자동아귀찜본점,1531723988,"아귀찜,해물찜",전북 전주시 완산구 바우배기2길 23 1층,063-236-4642,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240919_94%2F1726724623889pil7Y_JPEG%2F11.jpg,남/녀 화장실 구분_유아의자_포장_배달_단체 이용 가능_예약,가능,월: 11:00 - 21:00 (라스트오더: 20:30) | 화: 11:00 - 21:00 (라스트오더: 20:30) | 수: 11:00 - 21:00 (라스트오더: 20:30) | 목: 11:00 - 21:00 (라스트오더: 20:30) | 금: 11:00 - 21:00 (라스트오더: 20:30) | 토: 11:00 - 21:00 (라스트오더: 20:30) | 일: 11:00 - 21:00 (라스트오더: 20:30)
카츠모리조,1106670769,돈가스,전북 전주시 완산구 선너머2길 26 2층,0507-1333-6735,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220825_50%2F1661412839994FPg79_JPEG%2FKakaoTalk_20220825_111814541.jpg,무선 인터넷,가능,"월: 11:30 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 20:30) | 화: 11:30 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 20:30) | 수: 11:30 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 20:30) | 목: 11:30 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 20:30) | 금: 11:30 - 21:00 (브레이크타임: 15:00 - 17:00, 라스트오더: 14:30, 20:30) | 토: 11:30 - 21:00 (라스트오더: 20:30) | 일: 11:30 - 21:00 (라스트오더: 20:30)"
생활맥주 전주객리단길점,1034080506,"맥주,호프",전북 전주시 완산구 전주객사2길 28 3 생활맥주,0507-1405-2200,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250409_288%2F1744202634328Cmojp_JPEG%2F%25B8%25C5%25C0%25E5%25B3%25BB%25BA%25CE.jpg,포장_단체 이용 가능_배달_무선 인터넷_예약_\반려동물 동반_남/녀 화장실 구분,가능,월: 17:00 - 다음 날 02:00 | 화: 17:00 - 다음 날 02:00 | 수: 17:00 - 다음 날 02:00 | 목: 17:00 - 다음 날 02:00 | 금: 17:00 - 다음 날 03:00 | 토: 17:00 - 다음 날 03:00 | 일: 16:00 - 다음 날 01:00
르프랭크,2045705129,"카페,디저트",전북 전주시 완산구 전주객사1길 46 12 1층,0507-1360-4611,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260517_10%2F1779002279106TtBhT_JPEG%2FIMG_5980.jpg,대관_단체 이용 가능_포장_대기공간_예약,불가,월: 10:00 - 22:00 (라스트오더: 21:30) | 화: 10:00 - 22:00 (라스트오더: 21:30) | 수: 10:00 - 22:00 (라스트오더: 21:30) | 목: 10:00 - 22:00 (라스트오더: 21:30) | 금: 10:00 - 22:00 (라스트오더: 21:30) | 토: 10:00 - 22:00 (라스트오더: 21:30) | 일: 10:00 - 22:00 (라스트오더: 21:30)
치히로,1710381899,일식당,전북 전주시 완산구 전주객사3길 73 56,070-4300-6099,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190613_247%2F15604172750339COq8_JPEG%2F9UixlSYqh62srddrJPXL4gAB.jpeg.jpg,포장_배달_무선 인터넷_남/녀 화장실 구분_유아의자,불가,"월: 11:00 - 22:00 (브레이크타임: 15:00 - 16:30, 라스트오더: 20:30) | 화: 11:00 - 22:00 (브레이크타임: 15:00 - 16:30, 라스트오더: 20:30) | 수: 11:00 - 22:00 (브레이크타임: 15:00 - 16:30, 라스트오더: 20:30) | 목: 11:00 - 22:00 (브레이크타임: 15:00 - 16:30, 라스트오더: 20:30) | 금: 11:00 - 22:00 (브레이크타임: 15:00 - 16:30, 라스트오더: 20:30) | 토: 11:00 - 22:00 (브레이크타임: 15:00 - 16:30, 라스트오더: 20:30) | 일: 11:00 - 22:00 (브레이크타임: 15:00 - 16:30, 라스트오더: 20:30)"
누보닭갈비,1465327582,닭갈비,전북 전주시 완산구 전주객사4길 74 54,0507-1379-0743,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200629_244%2F15934037158273bBAo_JPEG%2F7RgR7KFodMYVE7ipAXBjmcBV.jpg,단체 이용 가능_예약_포장_배달_무선 인터넷_남/녀 화장실 구분_유아의자,가능,"월: 11:00 - 22:00 (브레이크타임: 15:30 - 17:00, 라스트오더: 21:20) | 화: 11:00 - 22:00 (브레이크타임: 15:30 - 17:00, 라스트오더: 21:20) | 수: 11:00 - 22:00 (브레이크타임: 15:30 - 17:00, 라스트오더: 21:20) | 목: 11:00 - 22:00 (브레이크타임: 15:30 - 17:00, 라스트오더: 21:20) | 금: 11:00 - 22:00 (브레이크타임: 15:30 - 17:00, 라스트오더: 21:20) | 토: 11:00 - 22:00 (라스트오더: 21:20) | 일: 11:00 - 22:00 (라스트오더: 21:20)"
파도산장,2064592564,한식,전북 전주시 완산구 전라감영2길 11 1층 파도산장,0507-1408-1280,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251103_14%2F1762171732649Sw8uC_JPEG%2F%25B0%25A1%25B0%25D4_%25C0%25FC%25B8%25E9%25BA%25CE.jpg,콜키지 가능무료_콜키지 가능유료_생일 혜택_단체 이용 가능_포장_예약_\반려동물 동반_무선 인터넷_대기공간_좌석 휠체어 이용가능,가능,월: 17:00 - 다음 날 01:00 (라스트오더: 00:00) | 화: 17:00 - 다음 날 01:00 (라스트오더: 00:00) | 수: 17:00 - 다음 날 01:00 (라스트오더: 00:00) | 목: 17:00 - 다음 날 01:00 (라스트오더: 00:00) | 금: 17:00 - 다음 날 02:00 (라스트오더: 01:00) | 토: 17:00 - 다음 날 02:00 (라스트오더: 01:00) | 일: 17:00 - 다음 날 01:00 (라스트오더: 00:00)
디저트39 전주 객사점,1496680906,카페,전북 전주시 완산구 팔달로 201 4 하모니빌딩 1층 디저트39 전주객사점,0507-1402-3930,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251028_48%2F17616522903361XfsG_JPEG%2F518811_533856_4319.jpg,포장_무선 인터넷_남/녀 화장실 구분_단체 이용 가능_배달_\반려동물 동반_대기공간_화장실 휠체어 이용가능_좌석 휠체어 이용가능,가능,월: 08:30 - 23:00 (라스트오더: 22:30) | 화: 08:30 - 23:00 (라스트오더: 22:30) | 수: 08:30 - 23:00 (라스트오더: 22:30) | 목: 08:30 - 23:00 (라스트오더: 22:30) | 금: 08:30 - 24:00 (라스트오더: 23:30) | 토: 09:00 - 24:00 (라스트오더: 23:30) | 일: 09:00 - 24:00 (라스트오더: 23:30)
플랫메이트,2014405010,"카페,디저트",전북 전주시 완산구 전라감영로 44 1,0507-1351-4778,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260409_48%2F1775720849864QEHI4_JPEG%2FKakaoTalk_20260406_212635990.jpg,핸드드립_비건 메뉴_테이크아웃 할인_포장_무선 인터넷_남/녀 화장실 구분_단체 이용 가능_방문접수/출장_예약_대기공간,가능,월: 08:00 - 22:00 | 화: 08:00 - 22:00 | 수: 정기휴무 | 목: 08:00 - 22:00 | 금: 08:00 - 22:00 | 토: 08:00 - 22:00 | 일: 08:00 - 22:00
오두막창 전주객사점,2096717957,"곱창,막창,양",전북 전주시 완산구 전주객사2길 73 1 1층,0507-1328-6393,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260502_104%2F1777652916563keW7w_JPEG%2F11.jpg,단체 이용 가능_포장,불가,월: 16:30 - 다음 날 01:00 | 화: 16:30 - 다음 날 01:00 | 수: 16:30 - 다음 날 01:00 | 목: 16:30 - 다음 날 01:00 | 금: 16:30 - 다음 날 01:00 | 토: 16:30 - 다음 날 01:00 | 일: 16:30 - 다음 날 01:00
세모 객리단길점,2089920251,아시아음식,전북 전주시 완산구 전주객사2길 38 5 1층,0507-1423-4755,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251230_6%2F1767089582277Ad0n2_JPEG%2FIMG_0380.jpeg,편의시설 정보 없음,불가,월: 17:30 - 다음 날 01:00 | 화: 17:30 - 다음 날 01:00 | 수: 17:30 - 다음 날 01:00 | 목: 17:30 - 다음 날 01:00 | 금: 17:30 - 다음 날 02:00 | 토: 17:30 - 다음 날 02:00 | 일: 17:30 - 다음 날 01:00
다가생구이 본점,1053590271,"육류,고기요리",전북 전주시 완산구 전주객사2길 38 6,0507-1303-9892,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250728_169%2F1753692379769Lf4uP_JPEG%2FKakaoTalk_20250718_183303507_04.jpg,단체 이용 가능_예약_무선 인터넷,가능,월: 16:00 - 24:00 (라스트오더: 23:00) | 화: 16:00 - 24:00 (라스트오더: 23:00) | 수: 16:00 - 24:00 (라스트오더: 23:00) | 목: 16:00 - 24:00 (라스트오더: 23:00) | 금: 16:00 - 24:00 (라스트오더: 23:00) | 토: 16:00 - 24:00 (라스트오더: 23:00) | 일: 16:00 - 24:00 (라스트오더: 23:00)
중앙동고깃집,1146796327,한식,전북 전주시 완산구 전라감영로 42 1 1층 중앙동 고깃집,0507-1336-7602,4.79,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201223_182%2F1608709636344NKJgc_JPEG%2FnoOTVcjpUVV7LegbK2MWAyvS.jpg,편의시설 정보 없음,가능,"월: 정기휴무 | 화: 10:00 - 22:00 (브레이크타임: 15:00 - 16:30, 라스트오더: 21:30) | 수: 10:00 - 22:00 (브레이크타임: 15:00 - 16:30, 라스트오더: 21:30) | 목: 10:00 - 22:00 (브레이크타임: 15:00 - 16:30, 라스트오더: 21:30) | 금: 10:00 - 22:00 (브레이크타임: 15:00 - 16:30, 라스트오더: 21:30) | 토: 10:00 - 22:00 (라스트오더: 21:30) | 일: 10:00 - 21:30 (라스트오더: 21:00)"
옐로우팜 전주객사점,2066468826,"과일,주스전문점",전북 전주시 완산구 전주객사5길 13 8 1층,0507-1348-0830,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260520_238%2F17792512757008Gs07_JPEG%2F9.jpg,비건 메뉴_유기농 메뉴_단체 이용 가능_포장_배달_무선 인터넷_남/녀 화장실 구분_유아의자,불가,월: 10:00 - 20:00 (라스트오더: 19:30) | 화: 10:00 - 20:00 (라스트오더: 19:30) | 수: 10:00 - 20:00 (라스트오더: 19:30) | 목: 10:00 - 20:00 (라스트오더: 19:30) | 금: 10:00 - 20:00 (라스트오더: 19:30) | 토: 10:00 - 20:00 (라스트오더: 19:30) | 일: 10:00 - 20:00 (라스트오더: 19:30)
포담 전주시청점,1270117665,베트남음식,전북 전주시 완산구 팔달로 262 9 1층 포담 전주 시청점,0507-1494-5280,4.91,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241117_45%2F1731832808483PsQ5E_JPEG%2F%25B4%25EB%25C7%25A5_L.jpg,글루텐프리 메뉴_비건 메뉴_대관_단체 이용 가능_포장_배달_무선 인터넷_유아의자_예약_출입구 휠체어 이용가능_좌석 휠체어 이용가능,불가,월: 08:00 - 20:00 (라스트오더: 19:50) | 화: 08:00 - 20:00 (라스트오더: 19:50) | 수: 08:00 - 20:00 (라스트오더: 19:50) | 목: 08:00 - 20:00 (라스트오더: 19:50) | 금: 08:00 - 20:00 (라스트오더: 19:50) | 토: 08:00 - 20:00 (라스트오더: 19:50) | 일: 정기휴무
평화와평화,1952498498,"카페,디저트",전북 전주시 완산구 전라감영4길 16 7 3층,0507-1324-9340,4.59,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250501_151%2F17460861373938Pt1b_PNG%2F%25B8%25DE%25C0%25CE%25BB%25E7%25C1%25F8.png,핸드드립_로스터리_무한 리필_단체 이용 가능_포장_무선 인터넷_남/녀 화장실 구분_대기공간_예약_배달_장애인 주차구역,가능,월: 11:00 - 22:00 | 화: 11:00 - 22:00 | 수: 11:00 - 22:00 | 목: 11:00 - 22:00 | 금: 11:00 - 22:00 | 토: 11:00 - 22:00 | 일: 11:00 - 22:00
헤이스트릿,1990743046,양식,전북 전주시 완산구 전주객사5길 73 16 1층,0507-1478-0830,0.0,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241107_18%2F1730973254147NaYsm_JPEG%2F2456A111-2F58-4239-A711-CCB66E82FC94.jpeg,콜키지 가능유료_비건 메뉴_유아의자_무선 인터넷,불가,월: 10:00 - 16:30 (라스트오더: 15:30) | 화: 10:00 - 16:30 (라스트오더: 15:30) | 수: 10:00 - 16:30 (라스트오더: 15:30) | 목: 10:00 - 16:30 (라스트오더: 15:30) | 금: 10:00 - 16:30 (라스트오더: 15:30) | 토: 10:00 - 16:30 (라스트오더: 15:30) | 일: 10:00 - 16:30 (라스트오더: 15:30)
